"MAKEID","MODELID","YEARID","TRIMID","ODSMAKEID","ODSMODELID","ODSYEARID","ODSTRIMID"
"20000001","20000587","20002736","20006023","20001","21782","27381","25683"
"20000001","20000587","20002736","20006627","20001","21782","27381","35263"
"20000001","20000587","20002737","20004187","20001","21782","34923","22781"
"20000001","20000587","20002737","20006023","20001","21782","34923","25683"
"20000001","20000587","20002737","20006757","20001","21782","34923","42003"
"20000001","20000587","20002738","20004187","20001","21782","39723","22781"
"20000001","20000587","20002738","20006023","20001","21782","39723","25683"
"20000001","20000587","20002738","20006757","20001","21782","39723","42003"
"20000001","20000589","20002676","20006059","20001","21784","20142","25719"
"20000001","20000589","20002676","20006411","20001","21784","20142","26601"
"20000001","20000589","20002677","20006059","20001","21784","20143","25719"
"20000001","20000589","20002677","20006411","20001","21784","20143","26601"
"20000001","20000589","20002678","20006059","20001","21784","20144","25719"
"20000001","20000589","20002678","20006411","20001","21784","20144","26601"
"20000001","20000589","20002732","20006059","20001","21784","20198","25719"
"20000001","20000589","20002732","20006411","20001","21784","20198","26601"
"20000001","20000589","20002733","20006059","20001","21784","20199","25719"
"20000001","20000589","20002733","20006411","20001","21784","20199","26601"
"20000001","20000636","20002679","20004545","20001","21831","20145","23139"
"20000001","20000636","20002679","20006023","20001","21831","20145","25683"
"20000001","20000636","20002679","20006411","20001","21831","20145","26601"
"20000001","20000636","20002734","20006023","20001","21831","20200","25683"
"20000001","20000636","20002734","20006411","20001","21831","20200","26601"
"20000001","20000636","20002735","20006411","20001","21831","20201","26601"
"20000001","20000636","20002736","20006411","20001","21831","27381","26601"
"20000001","20000636","20002737","20004545","20001","21831","34923","23139"
"20000001","20000636","20002738","20004545","20001","21831","39723","23139"
"20000001","20000636","20002739","20004545","20001","21831","47272","23139"
"20000001","20000636","20002740","20004545","20001","21831","51683","23139"
"20000001","20000636","20002741","20004545","20001","21831","56007","23139"
"20000001","20000636","20002742","20004545","20001","21831","58487","23139"
"20000001","20000636","30031936","20004545","20001","21831","30031936","23139"
"20000001","20000636","30031936","20007206","20001","21831","30031936","58168"
"20000001","20000636","30031936","20007207","20001","21831","30031936","58169"
"20000001","20000636","30031936","34122711","20001","21831","30031936","34122711"
"20000001","20000636","30031936","34122939","20001","21831","30031936","34122939"
"20000001","20000636","35797618","20004545","20001","21831","35797618","23139"
"20000001","20000636","35797618","20007206","20001","21831","35797618","58168"
"20000001","20000636","35797618","20007207","20001","21831","35797618","58169"
"20000001","20000636","35797618","34122711","20001","21831","35797618","34122711"
"20000001","20000636","35797618","34122939","20001","21831","35797618","34122939"
"20000001","20000684","20002673","20006411","20001","21879","20139","26601"
"20000001","20000684","20002674","20006411","20001","21879","20140","26601"
"20000001","20000684","20002729","20006411","20001","21879","20195","26601"
"20000001","20000684","20002730","20006411","20001","21879","20196","26601"
"20000001","20001038","20002673","20004000","20001","22237","20139","22594"
"20000001","20001038","20002673","20004172","20001","22237","20139","22766"
"20000001","20001038","20002674","20004000","20001","22237","20140","22594"
"20000001","20001038","20002674","20004172","20001","22237","20140","22766"
"20000001","20001038","20002675","20004172","20001","22237","20141","22766"
"20000001","20001038","20002676","20004161","20001","22237","20142","22755"
"20000001","20001038","20002676","20004172","20001","22237","20142","22766"
"20000001","20001038","20002677","20004161","20001","22237","20143","22755"
"20000001","20001038","20002677","20004172","20001","22237","20143","22766"
"20000001","20001038","20002678","20006411","20001","22237","20144","26601"
"20000001","20001038","20002679","20004172","20001","22237","20145","22766"
"20000001","20001038","20002679","20006059","20001","22237","20145","25719"
"20000001","20001038","20002679","20006766","20001","22237","20145","42363"
"20000001","20001038","20002679","20006768","20001","22237","20145","42443"
"20000001","20001038","20002728","20004000","20001","22237","20194","22594"
"20000001","20001038","20002728","20004172","20001","22237","20194","22766"
"20000001","20001038","20002729","20004000","20001","22237","20195","22594"
"20000001","20001038","20002729","20004172","20001","22237","20195","22766"
"20000001","20001038","20002730","20004172","20001","22237","20196","22766"
"20000001","20001038","20002731","20004172","20001","22237","20197","22766"
"20000001","20001038","20002732","20004161","20001","22237","20198","22755"
"20000001","20001038","20002732","20004172","20001","22237","20198","22766"
"20000001","20001038","20002733","20004172","20001","22237","20199","22766"
"20000001","20001038","20002734","20004172","20001","22237","20200","22766"
"20000001","20001038","20002734","20006059","20001","22237","20200","25719"
"20000001","20001038","20002734","20006766","20001","22237","20200","42363"
"20000001","20001038","20002734","20006768","20001","22237","20200","42443"
"20000001","20001038","20002735","20004165","20001","22237","20201","22759"
"20000001","20001038","20002735","20004187","20001","22237","20201","22781"
"20000001","20001038","20002735","20006023","20001","22237","20201","25683"
"20000001","20001038","20002735","20006411","20001","22237","20201","26601"
"20000001","20001038","20002736","20004165","20001","22237","27381","22759"
"20000001","20001038","20002736","20004187","20001","22237","27381","22781"
"20000001","20001038","20002736","20006023","20001","22237","27381","25683"
"20000001","20001038","20002737","20004165","20001","22237","34923","22759"
"20000001","20001038","20002737","20004187","20001","22237","34923","22781"
"20000001","20001038","20002737","20006023","20001","22237","34923","25683"
"20000001","20001038","20002738","20004165","20001","22237","39723","22759"
"20000001","20001038","20002738","20004187","20001","22237","39723","22781"
"20000001","20001038","20002738","20004545","20001","22237","39723","23139"
"20000001","20001038","20002738","20006023","20001","22237","39723","25683"
"20000001","20001038","20002738","20006820","20001","22237","39723","44332"
"20000001","20001038","20002738","20006821","20001","22237","39723","44333"
"20000001","20001038","20002739","20004165","20001","22237","47272","22759"
"20000001","20001038","20002739","20004187","20001","22237","47272","22781"
"20000001","20001038","20002740","20004165","20001","22237","51683","22759"
"20000001","20001038","20002740","20004184","20001","22237","51683","22778"
"20000001","20001038","20002740","20004187","20001","22237","51683","22781"
"20000001","20001049","20002677","20006411","20001","22248","20143","26601"
"20000001","20001049","20002678","20006411","20001","22248","20144","26601"
"20000001","20001049","20002679","20006411","20001","22248","20145","26601"
"20000001","20001049","20002733","20006411","20001","22248","20199","26601"
"20000001","20001049","20002734","20006411","20001","22248","20200","26601"
"20000001","20001049","20002735","20006023","20001","22248","20201","25683"
"20000001","20001049","20002735","20006411","20001","22248","20201","26601"
"20000001","20001049","20002736","20003996","20001","22248","27381","22590"
"20000001","20001049","20002736","20004165","20001","22248","27381","22759"
"20000001","20001049","20002736","20006023","20001","22248","27381","25683"
"20000001","20001049","20002737","20003996","20001","22248","34923","22590"
"20000001","20001049","20002737","20004165","20001","22248","34923","22759"
"20000001","20001049","20002737","20006023","20001","22248","34923","25683"
"20000001","20001049","20002737","20006411","20001","22248","34923","26601"
"20000001","20001049","20002738","20003996","20001","22248","39723","22590"
"20000001","20001049","20002738","20004165","20001","22248","39723","22759"
"20000001","20001049","20002739","20003996","20001","22248","47272","22590"
"20000001","20001049","20002739","20004165","20001","22248","47272","22759"
"20000001","20001049","20002740","20003996","20001","22248","51683","22590"
"20000001","20001049","20002740","20007094","20001","22248","51683","55347"
"20000001","20001162","20002671","20003217","20001","22362","20137","23943"
"20000001","20001162","20002671","20003483","20001","22362","20137","24209"
"20000001","20001162","20002672","20003217","20001","22362","20138","23943"
"20000001","20001162","20002672","20003483","20001","22362","20138","24209"
"20000001","20001162","20002727","20003217","20001","22362","20193","23943"
"20000001","20001162","20002727","20003483","20001","22362","20193","24209"
"20000001","20001716","20002674","20003992","20001","20773","20140","22586"
"20000001","20001716","20002674","20004156","20001","20773","20140","22750"
"20000001","20001716","20002676","20004161","20001","20773","20142","22755"
"20000001","20001716","20002676","20004172","20001","20773","20142","22766"
"20000001","20001716","20002729","20003976","20001","20773","20195","22570"
"20000001","20001716","20002729","20004156","20001","20773","20195","22750"
"20000001","20001716","20002730","20003992","20001","20773","20196","22586"
"20000001","20001716","20002730","20004156","20001","20773","20196","22750"
"20000001","20001716","20002731","20004161","20001","20773","20197","22755"
"20000001","20001716","20002731","20004172","20001","20773","20197","22766"
"20000001","20001716","20002732","20004161","20001","20773","20198","22755"
"20000001","20001716","20002732","20004172","20001","20773","20198","22766"
"20000001","20002206","20002668","20003483","20001","21266","20134","24209"
"20000001","20002206","20002668","20005021","20001","21266","20134","24681"
"20000001","20002206","20002669","20003483","20001","21266","20135","24209"
"20000001","20002206","20002669","20003594","20001","21266","20135","24320"
"20000001","20002206","20002669","20005021","20001","21266","20135","24681"
"20000001","20002206","20002670","20003217","20001","21266","20136","23943"
"20000001","20002206","20002670","20003483","20001","21266","20136","24209"
"20000001","20002206","20002670","20005021","20001","21266","20136","24681"
"20000001","20002206","20002671","20003144","20001","21266","20137","23870"
"20000001","20002206","20002671","20003217","20001","21266","20137","23943"
"20000001","20002206","20002671","20003483","20001","21266","20137","24209"
"20000001","20002206","20002671","20005021","20001","21266","20137","24681"
"20000001","20002206","20002672","20003144","20001","21266","20138","23870"
"20000001","20002206","20002672","20003483","20001","21266","20138","24209"
"20000001","20002206","20002672","20005021","20001","21266","20138","24681"
"20000001","20002206","20002673","20003144","20001","21266","20139","23870"
"20000001","20002206","20002673","20003483","20001","21266","20139","24209"
"20000001","20002206","20002673","20005021","20001","21266","20139","24681"
"20000001","20002206","20002673","20005603","20001","21266","20139","25263"
"20000001","20002206","20002674","20003144","20001","21266","20140","23870"
"20000001","20002206","20002674","20003217","20001","21266","20140","23943"
"20000001","20002206","20002674","20003483","20001","21266","20140","24209"
"20000001","20002206","20002674","20005021","20001","21266","20140","24681"
"20000001","20002206","20002674","20005949","20001","21266","20140","25609"
"20000001","20002206","20002675","20003144","20001","21266","20141","23870"
"20000001","20002206","20002675","20003217","20001","21266","20141","23943"
"20000001","20002206","20002675","20003483","20001","21266","20141","24209"
"20000001","20002206","20002675","20005949","20001","21266","20141","25609"
"20000001","20002206","20002724","20003483","20001","21266","20190","24209"
"20000001","20002206","20002724","20003594","20001","21266","20190","24320"
"20000001","20002206","20002724","20005021","20001","21266","20190","24681"
"20000001","20002206","20002725","20003483","20001","21266","20191","24209"
"20000001","20002206","20002725","20005021","20001","21266","20191","24681"
"20000001","20002206","20002726","20003217","20001","21266","20192","23943"
"20000001","20002206","20002726","20003483","20001","21266","20192","24209"
"20000001","20002206","20002726","20003507","20001","21266","20192","24233"
"20000001","20002206","20002726","20005021","20001","21266","20192","24681"
"20000001","20002206","20002727","20003144","20001","21266","20193","23870"
"20000001","20002206","20002727","20003217","20001","21266","20193","23943"
"20000001","20002206","20002727","20003483","20001","21266","20193","24209"
"20000001","20002206","20002727","20003507","20001","21266","20193","24233"
"20000001","20002206","20002727","20005021","20001","21266","20193","24681"
"20000001","20002206","20002728","20003144","20001","21266","20194","23870"
"20000001","20002206","20002728","20003483","20001","21266","20194","24209"
"20000001","20002206","20002728","20005021","20001","21266","20194","24681"
"20000001","20002206","20002728","20005603","20001","21266","20194","25263"
"20000001","20002206","20002729","20003144","20001","21266","20195","23870"
"20000001","20002206","20002729","20003217","20001","21266","20195","23943"
"20000001","20002206","20002729","20003483","20001","21266","20195","24209"
"20000001","20002206","20002729","20005021","20001","21266","20195","24681"
"20000001","20002206","20002729","20005949","20001","21266","20195","25609"
"20000001","20002206","20002730","20003144","20001","21266","20196","23870"
"20000001","20002206","20002730","20003217","20001","21266","20196","23943"
"20000001","20002206","20002730","20003483","20001","21266","20196","24209"
"20000001","20002206","20002731","20003144","20001","21266","20197","23870"
"20000001","20002206","20002731","20003217","20001","21266","20197","23943"
"20000001","20002206","20002731","20003483","20001","21266","20197","24209"
"20000001","20002206","20002731","20005949","20001","21266","20197","25609"
"20000001","20002365","20002736","20006411","20001","32888","27381","26601"
"20000001","20002365","20002737","20004545","20001","32888","34923","23139"
"20000001","20002365","20002738","20004545","20001","32888","39723","23139"
"20000001","20002365","20002739","20004545","20001","32888","47272","23139"
"20000001","20002479","20002739","20006925","20001","47843","47272","48963"
"20000001","20002479","20002739","20006959","20001","47843","47272","51527"
"20000001","20002479","20002740","20006925","20001","47843","51683","48963"
"20000001","20002479","20002740","20007025","20001","47843","51683","53150"
"20000001","20002479","20002741","20006925","20001","47843","56007","48963"
"20000001","20002479","20002741","20007025","20001","47843","56007","53150"
"20000001","20002479","20002742","20006927","20001","47843","58487","48966"
"20000001","20002479","20002742","33520269","20001","47843","58487","33520269"
"20000001","20002479","30031936","20004545","20001","47843","30031936","23139"
"20000001","20002479","30031936","20006927","20001","47843","30031936","48966"
"20000001","20002479","30031936","34122711","20001","47843","30031936","34122711"
"20000001","20002479","30031936","34280323","20001","47843","30031936","34280323"
"20000001","20002479","30031936","34280409","20001","47843","30031936","34280409"
"20000001","20002479","30031936","34280412","20001","47843","30031936","34280412"
"20000001","20002479","30031936","34280415","20001","47843","30031936","34280415"
"20000001","20002493","20002739","20006926","20001","48964","47272","48965"
"20000001","20002493","20002740","20006926","20001","48964","51683","48965"
"20000001","20002519","20002740","20004545","20001","51867","51683","23139"
"20000001","20002519","20002741","20004545","20001","51867","56007","23139"
"20000001","20002519","20002742","20007207","20001","51867","58487","58169"
"20000001","20002519","20002742","30021894","20001","51867","58487","30021894"
"20000001","20002519","30031936","20007207","20001","51867","30031936","58169"
"20000001","20002603","20002741","20004545","20001","57287","56007","23139"
"20000001","20002603","20002741","20006086","20001","57287","56007","25746"
"20000001","20002603","20002741","20007186","20001","57287","56007","57787"
"20000001","20002603","20002741","20007187","20001","57287","56007","57788"
"20000001","20002603","20002741","20007188","20001","57287","56007","57789"
"20000001","20002603","20002742","20004545","20001","57287","58487","23139"
"20000001","20002603","20002742","20006086","20001","57287","58487","25746"
"20000001","20002603","20002742","20007186","20001","57287","58487","57787"
"20000001","20002603","20002742","20007187","20001","57287","58487","57788"
"20000001","20002603","20002742","20007188","20001","57287","58487","57789"
"20000001","20002603","30031936","20004545","20001","57287","30031936","23139"
"20000001","20002603","30031936","20006086","20001","57287","30031936","25746"
"20000001","20002603","30031936","35299841","20001","57287","30031936","35299841"
"20000001","20002603","35797618","20004545","20001","57287","35797618","23139"
"20000001","20002603","35797618","20006086","20001","57287","35797618","25746"
"20000001","20002603","35797618","36320653","20001","57287","35797618","36320653"
"20000001","20002617","20002740","20007206","20001","58167","51683","58168"
"20000001","20002617","20002740","20007207","20001","58167","51683","58169"
"20000001","20002617","20002742","20007207","20001","58167","58487","58169"
"20000001","20002617","30031936","20007207","20001","58167","30031936","58169"
"20000001","36306155","30031936","36306157","20001","36306155","30031936","36306157"
"20000002","20002175","20002671","20006021","20002","21235","20137","25681"
"20000002","20002175","20002672","20003341","20002","21235","20138","24067"
"20000002","20002175","20002672","20005033","20002","21235","20138","24693"
"20000002","20002175","20002672","20006021","20002","21235","20138","25681"
"20000002","20002175","20002673","20003251","20002","21235","20139","23977"
"20000002","20002175","20002673","20003341","20002","21235","20139","24067"
"20000002","20002175","20002673","20003343","20002","21235","20139","24069"
"20000002","20002175","20002673","20004954","20002","21235","20139","24614"
"20000002","20002175","20002673","20005033","20002","21235","20139","24693"
"20000002","20002175","20002673","20006021","20002","21235","20139","25681"
"20000002","20002175","20002674","20003251","20002","21235","20140","23977"
"20000002","20002175","20002674","20003341","20002","21235","20140","24067"
"20000002","20002175","20002674","20004954","20002","21235","20140","24614"
"20000002","20002175","20002674","20006021","20002","21235","20140","25681"
"20000002","20002175","20002675","20003251","20002","21235","20141","23977"
"20000002","20002175","20002675","20003341","20002","21235","20141","24067"
"20000002","20002175","20002675","20004954","20002","21235","20141","24614"
"20000002","20002175","20002675","20005594","20002","21235","20141","25254"
"20000002","20002175","20002675","20006021","20002","21235","20141","25681"
"20000002","20002175","20002727","20003341","20002","21235","20193","24067"
"20000002","20002175","20002727","20005033","20002","21235","20193","24693"
"20000002","20002175","20002727","20006021","20002","21235","20193","25681"
"20000002","20002175","20002728","20003251","20002","21235","20194","23977"
"20000002","20002175","20002728","20003341","20002","21235","20194","24067"
"20000002","20002175","20002728","20005033","20002","21235","20194","24693"
"20000002","20002175","20002728","20006021","20002","21235","20194","25681"
"20000002","20002175","20002729","20003251","20002","21235","20195","23977"
"20000002","20002175","20002729","20003341","20002","21235","20195","24067"
"20000002","20002175","20002729","20004954","20002","21235","20195","24614"
"20000002","20002175","20002729","20006021","20002","21235","20195","25681"
"20000002","20002175","20002730","20003251","20002","21235","20196","23977"
"20000002","20002175","20002730","20003341","20002","21235","20196","24067"
"20000002","20002175","20002730","20004954","20002","21235","20196","24614"
"20000002","20002175","20002730","20006021","20002","21235","20196","25681"
"20000002","20002175","20002731","20003251","20002","21235","20197","23977"
"20000002","20002175","20002731","20003341","20002","21235","20197","24067"
"20000002","20002175","20002731","20004954","20002","21235","20197","24614"
"20000002","20002175","20002731","20006021","20002","21235","20197","25681"
"20000003","20000182","20002664","20006411","20003","21375","20130","26601"
"20000003","20000182","20002665","20006411","20003","21375","20131","26601"
"20000003","20000182","20002666","20006411","20003","21375","20132","26601"
"20000003","20000182","20002667","20006411","20003","21375","20133","26601"
"20000003","20000182","20002668","20006411","20003","21375","20134","26601"
"20000003","20000182","20002669","20006411","20003","21375","20135","26601"
"20000003","20000182","20002719","20006411","20003","21375","20185","26601"
"20000003","20000182","20002720","20006411","20003","21375","20186","26601"
"20000003","20000182","20002721","20006411","20003","21375","20187","26601"
"20000003","20000182","20002722","20006411","20003","21375","20188","26601"
"20000003","20000182","20002723","20006411","20003","21375","20189","26601"
"20000003","20000182","20002724","20006411","20003","21375","20190","26601"
"20000003","20001048","20002676","20006411","20003","22247","20142","26601"
"20000003","20001048","20002677","20003974","20003","22247","20143","22568"
"20000003","20001048","20002677","20005092","20003","22247","20143","24752"
"20000003","20001048","20002677","20006411","20003","22247","20143","26601"
"20000003","20001048","20002678","20005092","20003","22247","20144","24752"
"20000003","20001048","20002732","20006411","20003","22247","20198","26601"
"20000003","20001048","20002733","20005092","20003","22247","20199","24752"
"20000003","20001048","20002733","20006411","20003","22247","20199","26601"
"20000003","20001054","20002678","20006411","20003","22253","20144","26601"
"20000003","20001054","20002679","20006411","20003","22253","20145","26601"
"20000003","20001054","20002734","20006411","20003","22253","20200","26601"
"20000003","20001054","20002735","20006411","20003","22253","20201","26601"
"20000003","20001054","20002736","20006411","20003","22253","27381","26601"
"20000003","20001054","20002737","20004545","20003","22253","34923","23139"
"20000003","20001054","20002737","20005092","20003","22253","34923","24752"
"20000003","20001054","20002737","20006411","20003","22253","34923","26601"
"20000003","20001054","20002737","20006872","20003","22253","34923","47105"
"20000003","20001054","20002738","20004545","20003","22253","39723","23139"
"20000003","20001054","20002738","20006872","20003","22253","39723","47105"
"20000003","20001054","20002739","20004545","20003","22253","47272","23139"
"20000003","20001054","20002740","20004545","20003","22253","51683","23139"
"20000003","20001054","20002741","20004545","20003","22253","56007","23139"
"20000003","20001054","20002742","20004545","20003","22253","58487","23139"
"20000003","20001067","20002661","20006411","20003","22266","20127","26601"
"20000003","20001067","20002662","20006411","20003","22266","20128","26601"
"20000003","20001067","20002663","20006411","20003","22266","20129","26601"
"20000003","20001067","20002664","20006411","20003","22266","20130","26601"
"20000003","20001067","20002665","20006411","20003","22266","20131","26601"
"20000003","20001067","20002666","20006411","20003","22266","20132","26601"
"20000003","20001067","20002667","20006411","20003","22266","20133","26601"
"20000003","20001067","20002668","20006411","20003","22266","20134","26601"
"20000003","20001067","20002669","20006411","20003","22266","20135","26601"
"20000003","20001067","20002675","20006411","20003","22266","20141","26601"
"20000003","20001067","20002676","20006411","20003","22266","20142","26601"
"20000003","20001067","20002717","20006411","20003","22266","20183","26601"
"20000003","20001067","20002718","20006411","20003","22266","20184","26601"
"20000003","20001067","20002719","20006411","20003","22266","20185","26601"
"20000003","20001067","20002720","20006411","20003","22266","20186","26601"
"20000003","20001067","20002721","20006411","20003","22266","20187","26601"
"20000003","20001067","20002722","20006411","20003","22266","20188","26601"
"20000003","20001067","20002723","20006411","20003","22266","20189","26601"
"20000003","20001067","20002724","20006411","20003","22266","20190","26601"
"20000003","20001067","20002731","20006411","20003","22266","20197","26601"
"20000003","20001083","20002670","20006411","20003","22282","20136","26601"
"20000003","20001083","20002671","20006411","20003","22282","20137","26601"
